Time,Frames After Filter,Camera Index,Throughput,latency_constraint
76.80452167242125,1,1,18.0,1.098841
77.07474651435774,4,1,18.6,16.374043
77.30452167242125,4,1,18.8,16.374043
77.57474651435774,7,1,19.6,15.64948
77.80452167242125,4,1,19.8,20.374043
78.07474651435774,4,1,20.0,9.374043
78.30452167242125,3,1,19.4,13.281418
78.57474651435774,1,1,18.4,13.098841
78.80452167242125,5,1,19.2,6.465794
79.07474651435774,6,1,19.2,11.559861
79.30452167242125,1,1,18.4,15.098841
79.57474651435774,1,1,18.2,11.098841
79.80452167242125,5,1,18.8,20.465794
80.07474651435774,5,1,19.4,8.465794
80.12344696664078,28,0,23.8,22.583353
80.30452167242125,4,1,24.6,16.374043
80.57474651435774,4,1,24.6,19.374043
80.80452167242125,1,1,19.0,11.098841
81.07474651435774,3,1,19.4,20.281418
81.30452167242125,7,1,20.6,11.64948
81.57474651435774,6,1,21.0,21.559861
81.80452167242125,6,1,22.0,20.559861
82.07474651435774,1,1,22.0,15.098841
82.30452167242125,7,1,22.6,15.64948
82.57474651435774,1,1,22.0,3.098841
82.80452167242125,5,1,21.6,4.465794
83.07474651435774,1,1,21.0,19.098841
83.30452167242125,3,1,20.8,8.281418
83.57474651435774,2,1,20.6,21.190029
83.80452167242125,1,1,20.6,20.098841
84.07474651435774,5,1,20.6,8.465794
84.30452167242125,1,1,19.6,2.098841
84.57474651435774,6,1,20.6,11.559861
84.80452167242125,1,1,20.6,18.098841
85.07474651435774,2,1,20.0,17.190029
85.30452167242125,1,1,13.6,20.098841
85.57474651435774,4,1,13.6,13.374043
85.58398837042783,19,0,16.6,22.752793
85.80452167242125,2,1,17.0,8.190029
86.07474651435774,2,1,17.2,8.190029
86.30452167242125,1,1,16.8,4.098841
86.57474651435774,1,1,15.6,12.098841
86.80452167242125,3,1,15.0,9.281418
87.07474651435774,6,1,15.0,15.559861
87.30452167242125,3,1,15.4,7.281418
87.57474651435774,5,1,15.0,8.465794
87.80452167242125,4,1,15.6,16.374043
88.07474651435774,5,1,15.6,19.465794
88.30452167242125,1,1,15.6,8.098841
88.57474651435774,1,1,15.2,16.098841
88.80452167242125,5,1,15.8,12.465794
89.07474651435774,3,1,16.2,13.281418
89.30452167242125,1,1,15.4,11.098841
89.57474651435774,6,1,16.4,20.559861
89.80452167242125,2,1,15.6,21.190029
90.07474651435774,1,1,15.6,3.098841
90.12344696664078,14,0,18.0,19.29484
90.30452167242125,2,1,18.4,7.190029
90.57474651435774,1,1,18.4,12.098841
90.80452167242125,1,1,14.0,12.098841
91.07474651435774,7,1,15.0,7.64948
91.30452167242125,3,1,15.2,21.281418
91.57474651435774,1,1,15.2,20.098841
91.80452167242125,1,1,15.2,15.098841
92.07474651435774,3,1,15.2,3.281418
92.30452167242125,4,1,14.8,3.374043
92.57474651435774,1,1,14.4,18.098841
92.80452167242125,3,1,14.0,11.281418
93.07474651435774,6,1,14.4,21.559861
93.30452167242125,1,1,13.6,3.098841
93.57474651435774,5,1,14.4,15.465794
93.80452167242125,1,1,14.4,11.098841
94.07474651435774,6,1,14.6,10.559861
94.30452167242125,4,1,14.8,10.374043
94.57474651435774,1,1,14.8,3.098841
94.80452167242125,5,1,14.6,15.465794
95.07474651435774,1,1,14.4,14.098841
95.30452167242125,4,1,12.2,3.374043
95.57474651435774,5,1,12.8,8.465794
95.58398837042783,16,0,15.8,16.477553
95.80452167242125,5,1,16.8,9.465794
96.07474651435774,4,1,17.4,6.374043
96.30452167242125,2,1,16.4,8.190029
96.57474651435774,7,1,17.2,15.64948
96.7276648392932,25,0,22.0,15.304701999999999
96.80452167242125,4,1,22.8,18.374043
97.07474651435774,1,1,22.8,9.098841
97.30452167242125,1,1,22.4,14.098841
97.57474651435774,2,1,22.0,15.190029
97.80452167242125,1,1,22.0,3.098841
98.07474651435774,1,1,21.6,10.098841
98.30452167242125,4,1,21.2,6.374043
98.57474651435774,7,1,22.4,7.64948
98.80452167242125,3,1,22.0,10.281418
99.07474651435774,4,1,22.6,18.374043
99.30452167242125,3,1,22.0,12.281418
99.57474651435774,2,1,21.6,7.190029
99.80452167242125,4,1,22.2,13.374043
100.07474651435774,1,1,21.4,21.098841
100.12344696664078,33,0,27.8,17.059384
100.30452167242125,1,1,28.0,7.098841
100.57474651435774,1,1,27.4,20.098841
100.80452167242125,1,1,23.4,4.098841
101.07474651435774,4,1,23.2,15.374043
101.30452167242125,6,1,23.6,14.559861
101.57474651435774,1,1,23.4,14.098841
101.80452167242125,2,1,17.4,13.190029
102.07474651435774,3,1,17.2,10.281418
102.30452167242125,2,1,17.4,19.190029
102.57474651435774,6,1,18.4,17.559861
102.80452167242125,1,1,18.2,8.098841
103.07474651435774,6,1,19.2,21.559861
103.30452167242125,3,1,19.6,6.281418
103.57474651435774,1,1,19.0,5.098841
103.80452167242125,5,1,18.6,17.465794
104.07474651435774,2,1,18.4,7.190029
104.30452167242125,3,1,18.2,12.281418
104.80452167242125,1,1,17.4,16.098841
105.30452167242125,6,1,11.0,5.559861
105.58398837042783,33,0,17.2,17.059384
105.80452167242125,2,1,17.6,18.190029
106.30452167242125,3,1,17.2,6.281418
106.7276648392932,9,0,17.6,17.833391
106.80452167242125,5,1,18.6,7.465794
107.30452167242125,5,1,18.6,10.465794
107.80452167242125,3,1,17.6,17.281418
108.30452167242125,6,1,17.4,15.559861
108.80452167242125,1,1,16.8,9.098841
109.30452167242125,2,1,15.8,6.190029
109.80452167242125,6,1,16.4,20.559861
110.12344696664078,31,0,22.4,21.853023
110.30452167242125,3,1,23.0,20.281418
110.80452167242125,2,1,15.6,7.190029
111.30452167242125,1,1,15.4,4.098841
111.80452167242125,4,1,13.8,6.374043
112.30452167242125,6,1,14.0,6.559861
112.80452167242125,3,1,13.6,12.281418
113.30452167242125,1,1,13.2,20.098841
113.80452167242125,6,1,13.2,8.559861
114.30452167242125,6,1,14.2,18.559861
114.80452167242125,6,1,15.0,6.559861
115.30452167242125,1,1,7.8,11.098841
115.58398837042783,15,0,10.2,19.386889
115.80452167242125,6,1,11.4,5.559861
116.30452167242125,5,1,12.0,18.465794
116.80452167242125,2,1,12.2,9.190029
117.30452167242125,6,1,12.6,9.559861
117.80452167242125,7,1,12.8,19.64948
118.30452167242125,3,1,12.8,18.281418
118.80452167242125,4,1,13.4,13.374043
118.86260050782364,2,1,12.6,15.190029
119.30452167242125,1,1,12.8,15.098841
119.36260050782364,2,1,12.0,2.190029
119.80452167242125,1,1,12.2,16.098841
119.86260050782364,4,1,11.8,12.374043
120.12344696664078,25,0,16.8,22.304702
120.30452167242125,2,1,17.2,1.190029
120.36260050782364,2,1,17.4,13.190029
120.80452167242125,6,1,15.6,17.559861
120.86260050782364,4,1,15.2,3.374043
121.30452167242125,5,1,16.2,20.465794
121.36260050782364,2,1,15.6,21.190029
121.80452167242125,1,1,15.8,21.098841
121.86260050782364,7,1,16.8,12.64948
122.30452167242125,6,1,18.0,12.559861
122.36260050782364,1,1,17.0,12.098841
122.80452167242125,1,1,17.2,2.098841
122.86260050782364,1,1,16.0,1.098841
123.30452167242125,5,1,17.0,10.465794
123.36260050782364,4,1,17.2,15.374043
123.80452167242125,2,1,17.6,6.190029
123.86260050782364,4,1,17.6,5.374043
124.30452167242125,4,1,18.0,18.374043
124.36260050782364,1,1,18.0,1.098841
124.80452167242125,3,1,18.2,10.281418
124.86260050782364,3,1,18.6,5.281418
125.30452167242125,4,1,13.6,18.374043
125.36260050782364,1,1,13.4,15.098841
125.58398837042783,31,0,19.2,19.853023
125.80452167242125,1,1,19.4,7.098841
125.86260050782364,5,1,19.2,12.465794
126.30452167242125,3,1,19.0,6.281418
126.36260050782364,2,1,18.4,7.190029
126.80452167242125,6,1,19.2,19.559861
126.86260050782364,3,1,19.6,21.281418
127.30452167242125,5,1,19.2,5.465794
127.36260050782364,2,1,18.4,16.190029
127.80452167242125,4,1,19.0,3.374043
127.86260050782364,1,1,19.0,4.098841
128.30452167242123,2,1,19.2,16.190029
128.36260050782363,1,1,18.4,8.098841
128.80452167242123,5,1,18.6,21.465794
128.86260050782363,3,1,18.8,9.281418
129.30452167242123,1,1,18.2,20.098841
129.36260050782363,3,1,18.0,15.281418
129.80452167242123,2,1,18.2,13.190029
129.86260050782363,2,1,18.0,20.190029
130.12344696664078,34,0,24.2,21.144352
130.30452167242123,3,1,24.8,7.281418
130.36260050782363,1,1,24.2,19.098841
130.80452167242123,1,1,18.0,12.098841
130.86260050782363,1,1,18.0,15.098841
131.30452167242123,5,1,18.0,18.465794
131.36260050782363,5,1,18.4,9.465794
131.80452167242123,3,1,18.6,19.281418
131.86260050782363,5,1,18.4,12.465794
132.30452167242123,7,1,19.2,17.64948
132.36260050782363,4,1,19.0,6.374043
132.80452167242123,3,1,19.2,18.281418
132.86260050782363,6,1,19.6,15.559861
133.30452167242123,2,1,19.8,18.190029
133.36260050782363,1,1,19.6,19.098841
133.80452167242123,6,1,20.6,19.559861
133.86260050782363,2,1,20.0,9.190029
134.30452167242123,3,1,20.0,21.281418
134.36260050782363,3,1,20.4,4.281418
134.80452167242123,1,1,20.0,20.098841
134.86260050782363,5,1,20.6,11.465794
135.30452167242123,4,1,14.2,19.374043
135.36260050782363,2,1,14.0,4.190029
135.58398837042785,20,0,17.8,17.843875
135.80452167242123,2,1,18.2,6.190029
135.86260050782363,1,1,18.2,10.098841
136.30452167242123,6,1,19.2,10.559861
136.36260050782363,5,1,19.2,6.465794
136.80452167242123,5,1,19.2,4.465794
136.86260050782363,7,1,20.0,11.64948
137.30452167242123,2,1,19.4,2.190029
137.36260050782363,6,1,19.2,20.559861
137.80452167242123,3,1,19.0,4.281418
138.30452167242123,5,1,18.2,8.465794
138.80452167242123,3,1,18.2,10.281418
139.30452167242123,2,1,17.0,6.190029
139.80452167242123,7,1,17.2,21.64948
140.12344696664078,23,0,20.6,22.119834
140.30452167242123,4,1,21.4,21.374043
140.80452167242123,2,1,16.6,4.190029
141.30452167242123,1,1,16.2,10.098841
141.80452167242123,6,1,15.2,7.559861
142.30452167242123,1,1,13.0,1.098841
142.80452167242123,6,1,12.6,18.559861
143.30452167242123,2,1,12.4,3.190029
143.80452167242123,6,1,12.6,10.559861
144.30452167242123,1,1,12.2,5.098841
144.80452167242123,7,1,13.2,15.64948
145.30452167242123,1,1,7.4,5.098841
145.58398837042785,5,0,7.6,15.465794
145.80452167242123,1,1,7.8,11.098841
146.30452167242123,5,1,8.4,21.465794
146.80452167242123,6,1,9.4,18.559861
147.30452167242123,1,1,8.4,18.098841
147.80452167242123,1,1,8.4,1.098841
148.30452167242123,5,1,8.2,13.465794
148.80452167242123,2,1,8.2,19.190029
149.30452167242123,5,1,8.0,11.465794
149.80452167242123,1,1,8.0,4.098841
150.12344696664078,35,0,13.6,22.231161
150.30452167242123,1,1,13.8,18.098841
150.80452167242123,3,1,13.2,15.281418
150.85973349913118,8,0,14.6,16.741029
151.30452167242123,2,1,15.0,14.190029
151.80452167242123,6,1,15.2,12.559861
152.30452167242123,5,1,15.0,15.465794
152.80452167242123,5,1,15.8,14.465794
153.30452167242123,5,1,16.6,19.465794
153.80452167242123,3,1,16.2,19.281418
154.30452167242123,3,1,16.4,14.281418
154.80452167242123,1,1,15.6,20.098841
155.30452167242123,1,1,8.6,14.098841
155.58398837042785,38,0,16.0,17.49637
155.80452167242123,1,1,16.2,8.098841
156.30452167242123,1,1,14.2,2.098841
156.80452167242123,1,1,14.0,18.098841
157.30452167242123,1,1,13.0,12.098841
157.80452167242123,1,1,12.2,20.098841
158.30452167242123,4,1,12.0,19.374043
158.80452167242123,2,1,11.4,13.190029
159.30452167242123,5,1,11.8,6.465794
159.80452167242123,7,1,12.6,12.64948
160.30452167242123,3,1,13.0,8.281418
160.80452167242123,1,1,5.4,6.098841
160.85973349913118,23,0,9.8,20.119834
161.30452167242123,3,1,10.4,9.281418
161.80452167242123,6,1,11.4,20.559861
162.30452167242123,1,1,11.4,18.098841
162.80452167242123,5,1,12.2,11.465794
163.30452167242123,6,1,13.2,20.559861
163.80452167242123,5,1,13.4,17.465794
164.30452167242123,3,1,13.6,21.281418
164.80452167242123,1,1,12.8,20.098841
165.30452167242123,4,1,12.2,13.374043
165.58398837042785,19,0,15.4,20.752793
165.80452167242123,6,1,16.6,6.559861
166.30452167242123,2,1,12.2,10.190029
166.80452167242123,4,1,12.4,5.374043
167.30452167242123,6,1,12.4,15.559861
167.80452167242123,5,1,13.2,20.465794
168.30452167242123,3,1,12.8,7.281418
168.80452167242123,5,1,12.6,17.465794
169.30452167242123,4,1,12.4,15.374043
169.80452167242123,5,1,12.8,7.465794
170.30452167242123,5,1,13.6,10.465794
170.80452167242123,5,1,10.0,16.465794
170.85973349913118,23,0,13.4,17.119834
171.30452167242123,4,1,14.2,12.374043
171.80452167242123,4,1,14.6,10.374043
172.30452167242123,5,1,14.8,15.465794
172.80452167242123,5,1,14.6,10.465794
173.30452167242123,1,1,13.8,3.098841
173.80452167242123,3,1,13.8,17.281418
174.30452167242123,5,1,13.8,6.465794
174.80452167242123,4,1,13.8,13.374043
175.30452167242123,6,1,14.0,13.559861
175.58398837042785,3,0,13.6,9.281418
175.80452167242123,5,1,14.6,13.465794
176.30452167242123,3,1,9.6,16.281418
176.80452167242123,5,1,9.8,5.465794
177.30452167242123,2,1,9.4,18.190029
177.80452167242123,5,1,9.4,8.465794
178.30452167242123,1,1,8.6,14.098841
178.80452167242123,2,1,8.8,3.190029
179.30452167242123,5,1,9.2,19.465794
179.80452167242123,3,1,8.8,12.281418
180.30452167242123,1,1,8.2,8.098841
180.80452167242123,5,1,7.4,20.465794
180.85973349913118,11,0,8.6,12.027485
181.30452167242123,6,1,9.8,5.559861
181.80452167242123,5,1,10.2,4.465794
182.30452167242123,5,1,10.2,4.465794
182.80452167242123,5,1,10.8,11.465794
183.30452167242123,3,1,10.4,16.281418
183.80452167242123,2,1,10.6,19.190029
184.30452167242123,1,1,10.4,11.098841
184.80452167242123,1,1,9.6,2.098841
185.30452167242123,3,1,9.6,8.281418
185.80452167242123,3,1,10.0,17.281418
186.30452167242123,1,1,7.0,19.098841
186.80452167242123,6,1,7.0,5.559861
187.30452167242123,2,1,6.4,1.190029
187.80452167242123,2,1,5.8,4.190029
188.30452167242123,5,1,5.8,17.465794
188.80452167242123,1,1,5.4,19.098841
189.30452167242123,5,1,6.0,16.465794
189.80452167242123,5,1,6.8,14.465794
190.30452167242123,4,1,7.4,8.374043
190.80452167242123,7,1,8.2,8.64948
190.85973349913118,9,0,9.4,13.833391
191.30452167242123,5,1,10.4,10.465794
191.80452167242123,1,1,10.4,11.098841
192.30452167242123,4,1,10.0,20.374043
192.80452167242123,4,1,10.4,8.374043
193.30452167242123,3,1,10.6,14.281418
193.80452167242123,1,1,9.8,4.098841
194.30452167242123,3,1,10.2,12.281418
194.80452167242123,6,1,10.4,9.559861
195.30452167242123,6,1,10.6,7.559861
195.80452167242123,2,1,10.2,19.190029
196.30452167242123,1,1,7.2,9.098841
196.80452167242123,5,1,7.2,9.465794
197.0932728884901,28,0,12.6,18.583353
197.30452167242123,6,1,13.8,19.559861
197.80452167242123,6,1,14.2,15.559861
198.30452167242123,2,1,13.8,6.190029
198.80452167242123,1,1,13.4,17.098841
199.30452167242123,5,1,14.2,12.465794
199.80452167242123,5,1,14.6,13.465794
200.30452167242123,6,1,14.6,18.559861
200.80452167242123,3,1,14.0,13.281418
200.85973349913118,32,0,20.0,17.956077
201.30452167242123,1,1,20.2,20.098841
201.80452167242123,1,1,20.2,21.098841
202.30452167242123,1,1,13.8,2.098841
202.80452167242123,4,1,13.4,9.374043
203.30452167242123,6,1,13.4,15.559861
203.80452167242123,3,1,13.6,16.281418
207.0932728884901,3,0,3.4,14.281418
210.85973349913118,6,0,1.8,12.559861
217.0932728884901,40,0,8.0,22.677423
220.85973349913118,10,0,10.0,15.934937
227.0932728884901,24,0,4.8,18.213975
230.85973349913118,16,0,8.0,20.477553
237.0932728884901,37,0,7.4,23.403595
240.85973349913118,26,0,12.6,18.424948
247.0932728884901,10,0,2.0,19.934937
250.85973349913118,38,0,9.6,21.49637
257.0932728884901,21,0,4.2,22.943081
260.85973349913115,40,0,12.2,17.677423
267.0932728884901,5,0,1.0,20.465794
270.85973349913115,40,0,9.0,16.677423
277.0932728884901,40,0,8.0,22.677423
280.85973349913115,31,0,14.2,23.853023
287.0932728884901,8,0,1.6,10.741029
290.85973349913115,28,0,7.2,15.583352999999999
297.0932728884901,14,0,2.8,22.29484
